Año,Equipo,ELO
1965/1966,Barcelona,1593.77
1965/1966,Real Racing,1321.52
1965/1966,Celta,1096.89
1965/1966,Sevilla,1417.84
1965/1966,Valencia,1439.42
1965/1966,Atlético,1667.59
1965/1966,Espanyol,1345.04
1965/1966,Real Murcia,1360.14
1965/1966,Real Oviedo,1339.46
1965/1966,Granada,1216.14
1965/1966,Deportivo,1278.75
1965/1966,Real Sociedad,1350.74
1965/1966,CD Castellón,871.86
1965/1966,CE Sabadell,1216.15
1965/1966,Sporting,1099.84
1965/1966,CD Alcoyano,924.12
1965/1966,Gimnàstic de Tarragona,952.8
1965/1966,Valladolid,1292.06
1965/1966,Málaga,1310.43
1965/1966,UE Lleida,905.63
1965/1966,Atlético Tetuán,1038.93
1965/1966,Las Palmas,1421.59
1965/1966,Real Jaén,1151.71
1965/1966,Osasuna,1387.64
1965/1966,Alavés,1150.92
1965/1966,CyD Leonesa,1081.04
1965/1966,CD Condal,1220.91
1965/1966,Elche,1471.62
1965/1966,Mallorca,1392.64
1965/1966,Tenerife,1293.71
1965/1966,Córdoba,1389.93
1965/1966,Pontevedra CF,1382.38
1965/1966,Levante,1362.17
1966/1967,Betis,1327.35
1966/1967,Athletic,1476.72
1966/1967,Real Madrid,1692.9
1966/1967,Zaragoza,1451.98
1966/1967,Hércules CF,1212.77
1966/1967,Barcelona,1591.31
1966/1967,Real Racing,1296.52
1966/1967,Celta,1071.89
1966/1967,Sevilla,1347.7
1966/1967,Valencia,1433.5
1966/1967,Atlético,1587.61
1966/1967,Espanyol,1455.53
1966/1967,Real Murcia,1335.14
1966/1967,Real Oviedo,1314.46
1966/1967,Granada,1282.2
1966/1967,Deportivo,1245.6
1966/1967,Real Sociedad,1325.74
1966/1967,CD Castellón,846.86
1966/1967,CE Sabadell,1381.99
1966/1967,Sporting,1074.84
1966/1967,CD Alcoyano,899.12
1966/1967,Gimnàstic de Tarragona,927.8
1966/1967,Valladolid,1267.06
1966/1967,Málaga,1285.43
1966/1967,UE Lleida,880.63
1966/1967,Atlético Tetuán,1013.93
1966/1967,Las Palmas,1400.21
1966/1967,Real Jaén,1126.71
1966/1967,Osasuna,1362.64
1966/1967,Alavés,1125.92
1966/1967,CyD Leonesa,1056.04
1966/1967,CD Condal,1195.91
1966/1967,Elche,1377.76
1966/1967,Mallorca,1367.64
1966/1967,Tenerife,1268.71
1966/1967,Córdoba,1341.89
1966/1967,Pontevedra CF,1387.82
1966/1967,Levante,1337.17
1967/1968,Betis,1276.51
1967/1968,Athletic,1493.83
1967/1968,Real Madrid,1611.42
1967/1968,Zaragoza,1501.27
1967/1968,Hércules CF,1187.77
1967/1968,Barcelona,1569.65
1967/1968,Real Racing,1271.52
1967/1968,Celta,1046.89
1967/1968,Sevilla,1302.21
1967/1968,Valencia,1494.49
1967/1968,Atlético,1448.85
1967/1968,Espanyol,1417.56
1967/1968,Real Murcia,1310.14
1967/1968,Real Oviedo,1289.46
1967/1968,Granada,1257.2
1967/1968,Deportivo,1220.6
1967/1968,Real Sociedad,1366.89
1967/1968,CD Castellón,821.86
1967/1968,CE Sabadell,1339.96
1967/1968,Sporting,1049.84
1967/1968,CD Alcoyano,874.12
1967/1968,Gimnàstic de Tarragona,902.8
1967/1968,Valladolid,1242.06
1967/1968,Málaga,1371.6
1967/1968,UE Lleida,855.63
1967/1968,Atlético Tetuán,988.93
1967/1968,Las Palmas,1523.49
1967/1968,Real Jaén,1101.71
1967/1968,Osasuna,1337.64
1967/1968,Alavés,1100.92
1967/1968,CyD Leonesa,1031.04
1967/1968,CD Condal,1170.91
1967/1968,Elche,1401.0
1967/1968,Mallorca,1342.64
1967/1968,Tenerife,1243.71
1967/1968,Córdoba,1331.95
1967/1968,Pontevedra CF,1414.76
1967/1968,Levante,1312.17
1968/1969,Betis,1251.51
1968/1969,Athletic,1408.41
1968/1969,Real Madrid,1624.49
1968/1969,Zaragoza,1442.14
1968/1969,Hércules CF,1162.77
1968/1969,Barcelona,1534.29
1968/1969,Real Racing,1246.52
1968/1969,Celta,1021.89
1968/1969,Sevilla,1277.21
1968/1969,Valencia,1421.55
1968/1969,Atlético,1440.37
1968/1969,Espanyol,1353.5
1968/1969,Real Murcia,1285.14
1968/1969,Real Oviedo,1264.46
1968/1969,Granada,1369.07
1968/1969,Deportivo,1374.69
1968/1969,Real Sociedad,1416.15
1968/1969,CD Castellón,796.86
1968/1969,CE Sabadell,1415.65
1968/1969,Sporting,1024.84
1968/1969,CD Alcoyano,849.12
1968/1969,Gimnàstic de Tarragona,877.8
1968/1969,Valladolid,1217.06
1968/1969,Málaga,1360.6
1968/1969,UE Lleida,830.63
1968/1969,Atlético Tetuán,963.93
1968/1969,Las Palmas,1495.7
1968/1969,Real Jaén,1076.71
1968/1969,Osasuna,1312.64
1968/1969,Alavés,1075.92
1968/1969,CyD Leonesa,1006.04
1968/1969,CD Condal,1145.91
1968/1969,Elche,1410.4
1968/1969,Mallorca,1317.64
1968/1969,Tenerife,1218.71
1968/1969,Córdoba,1310.71
1968/1969,Pontevedra CF,1386.8
1968/1969,Levante,1287.17
1969/1970,Betis,1226.51
1969/1970,Athletic,1535.43
1969/1970,Real Madrid,1459.78
1969/1970,Zaragoza,1384.04
1969/1970,Hércules CF,1137.77
1969/1970,Barcelona,1488.52
1969/1970,Real Racing,1221.52
1969/1970,Celta,1258.37
1969/1970,Sevilla,1420.44
1969/1970,Valencia,1486.32
1969/1970,Atlético,1569.02
1969/1970,Espanyol,1328.5
1969/1970,Real Murcia,1260.14
1969/1970,Real Oviedo,1239.46
1969/1970,Granada,1295.23
1969/1970,Deportivo,1359.84
1969/1970,Real Sociedad,1447.48
1969/1970,CD Castellón,771.86
1969/1970,CE Sabadell,1346.77
1969/1970,Sporting,999.84
1969/1970,CD Alcoyano,824.12
1969/1970,Gimnàstic de Tarragona,852.8
1969/1970,Valladolid,1192.06
1969/1970,Málaga,1335.6
1969/1970,UE Lleida,805.63
1969/1970,Atlético Tetuán,938.93
1969/1970,Las Palmas,1410.1
1969/1970,Real Jaén,1051.71
1969/1970,Osasuna,1287.64
1969/1970,Alavés,1050.92
1969/1970,CyD Leonesa,981.04
1969/1970,CD Condal,1120.91
1969/1970,Elche,1353.37
1969/1970,Mallorca,1295.78
1969/1970,Tenerife,1193.71
1969/1970,Córdoba,1285.71
1969/1970,Pontevedra CF,1245.96
1969/1970,Levante,1262.17
1970/1971,Betis,1201.51
1970/1971,Athletic,1443.07
1970/1971,Real Madrid,1520.48
1970/1971,Zaragoza,1210.94
1970/1971,Hércules CF,1112.77
1970/1971,Barcelona,1570.22
1970/1971,Real Racing,1196.52
1970/1971,Celta,1401.26
1970/1971,Sevilla,1344.18
1970/1971,Valencia,1550.92
1970/1971,Atlético,1583.05
1970/1971,Espanyol,1344.94
1970/1971,Real Murcia,1235.14
1970/1971,Real Oviedo,1214.46
1970/1971,Granada,1358.72
1970/1971,Deportivo,1334.84
1970/1971,Real Sociedad,1363.3
1970/1971,CD Castellón,746.86
1970/1971,CE Sabadell,1239.73
1970/1971,Sporting,1275.38
1970/1971,CD Alcoyano,799.12
1970/1971,Gimnàstic de Tarragona,827.8
1970/1971,Valladolid,1167.06
1970/1971,Málaga,1358.82
1970/1971,UE Lleida,780.63
1970/1971,Atlético Tetuán,913.93
1970/1971,Las Palmas,1305.63
1970/1971,Real Jaén,1026.71
1970/1971,Osasuna,1262.64
1970/1971,Alavés,1025.92
1970/1971,CyD Leonesa,956.04
1970/1971,CD Condal,1095.91
1970/1971,Elche,1248.17
1970/1971,Mallorca,1270.78
1970/1971,Tenerife,1168.71
1970/1971,Córdoba,1260.71
1970/1971,Pontevedra CF,1220.96
1970/1971,Levante,1237.17
1971/1972,Betis,1281.79
1971/1972,Athletic,1408.34
1971/1972,Real Madrid,1515.4
1971/1972,Zaragoza,1185.94
1971/1972,Hércules CF,1087.77
1971/1972,Barcelona,1509.14
1971/1972,Real Racing,1171.52
1971/1972,Celta,1395.58
1971/1972,Sevilla,1287.04
1971/1972,Valencia,1520.49
1971/1972,Atlético,1503.66
1971/1972,Espanyol,1361.03
1971/1972,Real Murcia,1210.14
1971/1972,Real Oviedo,1189.46
1971/1972,Granada,1430.79
1971/1972,Deportivo,1353.34
1971/1972,Real Sociedad,1370.38
1971/1972,CD Castellón,721.86
1971/1972,CE Sabadell,1237.63
1971/1972,Sporting,1372.35
1971/1972,CD Alcoyano,774.12
1971/1972,Gimnàstic de Tarragona,802.8
1971/1972,Valladolid,1142.06
1971/1972,Málaga,1367.11
1971/1972,UE Lleida,755.63
1971/1972,Atlético Tetuán,888.93
1971/1972,Las Palmas,1413.0
1971/1972,Real Jaén,1001.71
1971/1972,Osasuna,1237.64
1971/1972,Alavés,1000.92
1971/1972,CyD Leonesa,931.04
1971/1972,CD Condal,1070.91
1971/1972,Elche,1223.17
1971/1972,Mallorca,1245.78
1971/1972,Tenerife,1143.71
1971/1972,Córdoba,1283.06
1971/1972,Pontevedra CF,1195.96
1971/1972,Levante,1212.17
1971/1972,Burgos CF,1346.63
1972/1973,Betis,1291.38
1972/1973,Athletic,1366.72
1972/1973,Real Madrid,1454.46
1972/1973,Zaragoza,1313.39
1972/1973,Hércules CF,1062.77
1972/1973,Barcelona,1465.97
1972/1973,Real Racing,1146.52
1972/1973,Celta,1353.57
1972/1973,Sevilla,1262.04
1972/1973,Valencia,1395.97
1972/1973,Atlético,1520.72
1972/1973,Espanyol,1455.09
1972/1973,Real Murcia,1185.14
1972/1973,Real Oviedo,1277.31
1972/1973,Granada,1303.35
1972/1973,Deportivo,1249.45
1972/1973,Real Sociedad,1347.43
1972/1973,CD Castellón,1251.53
1972/1973,CE Sabadell,1212.63
1972/1973,Sporting,1301.78
1972/1973,CD Alcoyano,749.12
1972/1973,Gimnàstic de Tarragona,777.8
1972/1973,Valladolid,1117.06
1972/1973,Málaga,1330.73
1972/1973,UE Lleida,730.63
1972/1973,Atlético Tetuán,863.93
1972/1973,Las Palmas,1341.52
1972/1973,Real Jaén,976.71
1972/1973,Osasuna,1212.64
1972/1973,Alavés,975.92
1972/1973,CyD Leonesa,906.04
1972/1973,CD Condal,1045.91
1972/1973,Elche,1198.17
1972/1973,Mallorca,1220.78
1972/1973,Tenerife,1118.71
1972/1973,Córdoba,1258.06
1972/1973,Pontevedra CF,1170.96
1972/1973,Levante,1187.17
1972/1973,Burgos CF,1225.92
1973/1974,Betis,1266.38
1973/1974,Athletic,1341.98
1973/1974,Real Madrid,1398.77
1973/1974,Zaragoza,1417.65
1973/1974,Hércules CF,1037.77
1973/1974,Barcelona,1550.11
1973/1974,Real Racing,1219.17
1973/1974,Celta,1276.83
1973/1974,Sevilla,1237.04
1973/1974,Valencia,1356.88
1973/1974,Atlético,1461.72
1973/1974,Espanyol,1343.98
1973/1974,Real Murcia,1263.87
1973/1974,Real Oviedo,1194.83
1973/1974,Granada,1327.18
1973/1974,Deportivo,1224.45
1973/1974,Real Sociedad,1388.87
1973/1974,CD Castellón,1250.97
1973/1974,CE Sabadell,1187.63
1973/1974,Sporting,1297.42
1973/1974,CD Alcoyano,724.12
1973/1974,Gimnàstic de Tarragona,752.8
1973/1974,Valladolid,1092.06
1973/1974,Málaga,1312.32
1973/1974,UE Lleida,705.63
1973/1974,Atlético Tetuán,838.93
1973/1974,Las Palmas,1341.29
1973/1974,Real Jaén,951.71
1973/1974,Osasuna,1187.64
1973/1974,Alavés,950.92
1973/1974,CyD Leonesa,881.04
1973/1974,CD Condal,1020.91
1973/1974,Elche,1265.53
1973/1974,Mallorca,1195.78
1973/1974,Tenerife,1093.71
1973/1974,Córdoba,1233.06
1973/1974,Pontevedra CF,1145.96
1973/1974,Levante,1162.17
1973/1974,Burgos CF,1200.92
1974/1975,Betis,1292.02
1974/1975,Athletic,1358.18
1974/1975,Real Madrid,1472.45
1974/1975,Zaragoza,1380.1
1974/1975,Hércules CF,1306.84
1974/1975,Barcelona,1457.39
1974/1975,Real Racing,1194.17
1974/1975,Celta,1274.61
1974/1975,Sevilla,1212.04
1974/1975,Valencia,1332.08
1974/1975,Atlético,1420.06
1974/1975,Espanyol,1286.69
1974/1975,Real Murcia,1193.73
1974/1975,Real Oviedo,1169.83
1974/1975,Granada,1263.92
1974/1975,Deportivo,1199.45
1974/1975,Real Sociedad,1387.57
1974/1975,CD Castellón,1225.97
1974/1975,CE Sabadell,1162.63
1974/1975,Sporting,1326.19
1974/1975,CD Alcoyano,699.12
1974/1975,Gimnàstic de Tarragona,727.8
1974/1975,Valladolid,1067.06
1974/1975,Málaga,1330.7
1974/1975,UE Lleida,680.63
1974/1975,Atlético Tetuán,813.93
1974/1975,Las Palmas,1360.14
1974/1975,Real Jaén,926.71
1974/1975,Osasuna,1162.64
1974/1975,Alavés,925.92
1974/1975,CyD Leonesa,856.04
1974/1975,CD Condal,995.91
1974/1975,Elche,1309.9
1974/1975,Mallorca,1170.78
1974/1975,Tenerife,1068.71
1974/1975,Córdoba,1208.06
1974/1975,Pontevedra CF,1120.96
1974/1975,Levante,1137.17
1974/1975,Burgos CF,1175.92
1974/1975,UD Salamanca,1395.98
1975/1976,Betis,1269.83
1975/1976,Athletic,1363.17
1975/1976,Real Madrid,1463.78
1975/1976,Zaragoza,1355.38
1975/1976,Hércules CF,1285.57
1975/1976,Barcelona,1429.51
1975/1976,Real Racing,1234.15
1975/1976,Celta,1249.61
1975/1976,Sevilla,1261.97
1975/1976,Valencia,1337.53
1975/1976,Atlético,1425.16
1975/1976,Espanyol,1391.54
1975/1976,Real Murcia,1168.73
1975/1976,Real Oviedo,1310.89
1975/1976,Granada,1178.22
1975/1976,Deportivo,1174.45
1975/1976,Real Sociedad,1353.22
1975/1976,CD Castellón,1200.97
1975/1976,CE Sabadell,1137.63
1975/1976,Sporting,1283.08
1975/1976,CD Alcoyano,674.12
1975/1976,Gimnàstic de Tarragona,702.8
1975/1976,Valladolid,1042.06
1975/1976,Málaga,1305.7
1975/1976,UE Lleida,655.63
1975/1976,Atlético Tetuán,788.93
1975/1976,Las Palmas,1345.95
1975/1976,Real Jaén,901.71
1975/1976,Osasuna,1137.64
1975/1976,Alavés,900.92
1975/1976,CyD Leonesa,831.04
1975/1976,CD Condal,970.91
1975/1976,Elche,1293.43
1975/1976,Mallorca,1145.78
1975/1976,Tenerife,1043.71
1975/1976,Córdoba,1183.06
1975/1976,Pontevedra CF,1095.96
1975/1976,Levante,1112.17
1975/1976,Burgos CF,1150.92
1975/1976,UD Salamanca,1343.17
1976/1977,Betis,1339.88
1976/1977,Athletic,1393.4
1976/1977,Real Madrid,1334.25
1976/1977,Zaragoza,1302.29
1976/1977,Hércules CF,1310.48
1976/1977,Barcelona,1477.38
1976/1977,Real Racing,1236.45
1976/1977,Celta,1230.61
1976/1977,Sevilla,1292.91
1976/1977,Valencia,1331.07
1976/1977,Atlético,1474.81
1976/1977,Espanyol,1352.91
1976/1977,Real Murcia,1143.73
1976/1977,Real Oviedo,1285.89
1976/1977,Granada,1153.22
1976/1977,Deportivo,1149.45
1976/1977,Real Sociedad,1323.21
1976/1977,CD Castellón,1175.97
1976/1977,CE Sabadell,1112.63
1976/1977,Sporting,1258.08
1976/1977,CD Alcoyano,649.12
1976/1977,Gimnàstic de Tarragona,677.8
1976/1977,Valladolid,1017.06
1976/1977,Málaga,1136.51
1976/1977,UE Lleida,630.63
1976/1977,Atlético Tetuán,763.93
1976/1977,Las Palmas,1362.93
1976/1977,Real Jaén,876.71
1976/1977,Osasuna,1112.64
1976/1977,Alavés,875.92
1976/1977,CyD Leonesa,806.04
1976/1977,CD Condal,945.91
1976/1977,Elche,1334.22
1976/1977,Mallorca,1120.78
1976/1977,Tenerife,1018.71
1976/1977,Córdoba,1158.06
1976/1977,Pontevedra CF,1070.96
1976/1977,Levante,1087.17
1976/1977,Burgos CF,1324.91
1976/1977,UD Salamanca,1301.37
1977/1978,Betis,1329.67
1977/1978,Athletic,1489.16
1977/1978,Real Madrid,1502.2
1977/1978,Zaragoza,1277.29
1977/1978,Hércules CF,1341.28
1977/1978,Barcelona,1448.25
1977/1978,Real Racing,1310.36
1977/1978,Celta,1205.61
1977/1978,Sevilla,1331.09
1977/1978,Valencia,1433.82
1977/1978,Atlético,1448.64
1977/1978,Espanyol,1309.69
1977/1978,Real Murcia,1118.73
1977/1978,Real Oviedo,1260.89
1977/1978,Granada,1128.22
1977/1978,Deportivo,1124.45
1977/1978,Real Sociedad,1351.41
1977/1978,CD Castellón,1150.97
1977/1978,CE Sabadell,1087.63
1977/1978,Sporting,1390.99
1977/1978,CD Alcoyano,624.12
1977/1978,Gimnàstic de Tarragona,652.8
1977/1978,Valladolid,992.06
1977/1978,Málaga,1111.51
1977/1978,UE Lleida,605.63
1977/1978,Atlético Tetuán,738.93
1977/1978,Las Palmas,1376.71
1977/1978,Real Jaén,851.71
1977/1978,Osasuna,1087.64
1977/1978,Alavés,850.92
1977/1978,CyD Leonesa,781.04
1977/1978,CD Condal,920.91
1977/1978,Elche,1253.38
1977/1978,Mallorca,1095.78
1977/1978,Tenerife,993.71
1977/1978,Córdoba,1133.06
1977/1978,Pontevedra CF,1045.96
1977/1978,Levante,1062.17
1977/1978,Burgos CF,1279.91
1977/1978,UD Salamanca,1312.8
1977/1978,Cádiz CF,1226.66
1977/1978,Rayo,1312.24
1978/1979,Betis,1304.67
1978/1979,Athletic,1414.61
1978/1979,Real Madrid,1514.38
1978/1979,Zaragoza,1332.59
1978/1979,Hércules CF,1345.38
1978/1979,Barcelona,1461.2
1978/1979,Real Racing,1195.98
1978/1979,Celta,1304.67
1978/1979,Sevilla,1323.05
1978/1979,Valencia,1389.1
1978/1979,Atlético,1480.28
1978/1979,Espanyol,1319.38
1978/1979,Real Murcia,1093.73
1978/1979,Real Oviedo,1235.89
1978/1979,Granada,1103.22
1978/1979,Deportivo,1099.45
1978/1979,Real Sociedad,1484.02
1978/1979,CD Castellón,1125.97
1978/1979,CE Sabadell,1062.63
1978/1979,Sporting,1447.41
1978/1979,CD Alcoyano,599.12
1978/1979,Gimnàstic de Tarragona,627.8
1978/1979,Valladolid,967.06
1978/1979,Málaga,1086.51
1978/1979,UE Lleida,580.63
1978/1979,Atlético Tetuán,713.93
1978/1979,Las Palmas,1368.59
1978/1979,Real Jaén,826.71
1978/1979,Osasuna,1062.64
1978/1979,Alavés,825.92
1978/1979,CyD Leonesa,756.04
1978/1979,CD Condal,895.91
1978/1979,Elche,1228.38
1978/1979,Mallorca,1070.78
1978/1979,Tenerife,968.71
1978/1979,Córdoba,1108.06
1978/1979,Pontevedra CF,1020.96
1978/1979,Levante,1037.17
1978/1979,Burgos CF,1311.68
1978/1979,UD Salamanca,1382.01
1978/1979,Cádiz CF,1201.66
1978/1979,Rayo,1281.69
1978/1979,RC Recreativo,1265.43
1979/1980,Betis,1446.24
1979/1980,Athletic,1425.48
1979/1980,Real Madrid,1589.18
1979/1980,Zaragoza,1359.12
1979/1980,Hércules CF,1338.18
1979/1980,Barcelona,1448.8
1979/1980,Real Racing,1170.98
1979/1980,Celta,1279.67
1979/1980,Sevilla,1384.56
1979/1980,Valencia,1405.79
1979/1980,Atlético,1372.64
1979/1980,Espanyol,1302.74
1979/1980,Real Murcia,1068.73
1979/1980,Real Oviedo,1210.89
1979/1980,Granada,1078.22
1979/1980,Deportivo,1074.45
1979/1980,Real Sociedad,1582.35
1979/1980,CD Castellón,1100.97
1979/1980,CE Sabadell,1037.63
1979/1980,Sporting,1414.93
1979/1980,CD Alcoyano,574.12
1979/1980,Gimnàstic de Tarragona,602.8
1979/1980,Valladolid,942.06
1979/1980,Málaga,1160.05
1979/1980,UE Lleida,555.63
1979/1980,Atlético Tetuán,688.93
1979/1980,Las Palmas,1293.93
1979/1980,Real Jaén,801.71
1979/1980,Osasuna,1037.64
1979/1980,Alavés,800.92
1979/1980,CyD Leonesa,731.04
1979/1980,CD Condal,870.91
1979/1980,Elche,1203.38
1979/1980,Mallorca,1045.78
1979/1980,Tenerife,943.71
1979/1980,Córdoba,1083.06
1979/1980,Pontevedra CF,995.96
1979/1980,Levante,1012.17
1979/1980,Burgos CF,1184.24
1979/1980,UD Salamanca,1369.55
1979/1980,Cádiz CF,1176.66
1979/1980,Rayo,1271.22
1979/1980,RC Recreativo,1240.43
1979/1980,AD Almería,1397.55
1980/1981,Betis,1446.06
1980/1981,Athletic,1430.53
1980/1981,Real Madrid,1550.45
1980/1981,Zaragoza,1255.3
1980/1981,Hércules CF,1315.89
1980/1981,Barcelona,1441.14
1980/1981,Real Racing,1145.98
1980/1981,Celta,1254.67
1980/1981,Sevilla,1330.76
1980/1981,Valencia,1419.7
1980/1981,Atlético,1354.88
1980/1981,Espanyol,1314.94
1980/1981,Real Murcia,1212.34
1980/1981,Real Oviedo,1185.89
1980/1981,Granada,1053.22
1980/1981,Deportivo,1049.45
1980/1981,Real Sociedad,1533.84
1980/1981,CD Castellón,1075.97
1980/1981,CE Sabadell,1012.63
1980/1981,Sporting,1417.05
1980/1981,CD Alcoyano,549.12
1980/1981,Gimnàstic de Tarragona,577.8
1980/1981,Valladolid,1253.81
1980/1981,Málaga,1135.05
1980/1981,UE Lleida,530.63
1980/1981,Atlético Tetuán,663.93
1980/1981,Las Palmas,1258.09
1980/1981,Real Jaén,776.71
1980/1981,Osasuna,1243.29
1980/1981,Alavés,775.92
1980/1981,CyD Leonesa,706.04
1980/1981,CD Condal,845.91
1980/1981,Elche,1178.38
1980/1981,Mallorca,1020.78
1980/1981,Tenerife,918.71
1980/1981,Córdoba,1058.06
1980/1981,Pontevedra CF,970.96
1980/1981,Levante,987.17
1980/1981,Burgos CF,1159.24
1980/1981,UD Salamanca,1203.56
1980/1981,Cádiz CF,1151.66
1980/1981,Rayo,1246.22
1980/1981,RC Recreativo,1215.43
1980/1981,AD Almería,1197.84
1981/1982,Betis,1383.88
1981/1982,Athletic,1452.13
1981/1982,Real Madrid,1470.12
1981/1982,Zaragoza,1248.91
1981/1982,Hércules CF,1255.85
1981/1982,Barcelona,1430.47
1981/1982,Real Racing,1260.51
1981/1982,Celta,1229.67
1981/1982,Sevilla,1413.5
1981/1982,Valencia,1405.36
1981/1982,Atlético,1350.79
1981/1982,Espanyol,1298.59
1981/1982,Real Murcia,1187.34
1981/1982,Real Oviedo,1160.89
1981/1982,Granada,1028.22
1981/1982,Deportivo,1024.45
1981/1982,Real Sociedad,1492.95
1981/1982,CD Castellón,1049.17
1981/1982,CE Sabadell,987.63
1981/1982,Sporting,1308.98
1981/1982,CD Alcoyano,524.12
1981/1982,Gimnàstic de Tarragona,552.8
1981/1982,Valladolid,1313.72
1981/1982,Málaga,1110.05
1981/1982,UE Lleida,505.63
1981/1982,Atlético Tetuán,638.93
1981/1982,Las Palmas,1251.96
1981/1982,Real Jaén,751.71
1981/1982,Osasuna,1324.78
1981/1982,Alavés,750.92
1981/1982,CyD Leonesa,681.04
1981/1982,CD Condal,820.91
1981/1982,Elche,1153.38
1981/1982,Mallorca,995.78
1981/1982,Tenerife,893.71
1981/1982,Córdoba,1033.06
1981/1982,Pontevedra CF,945.96
1981/1982,Levante,962.17
1981/1982,Burgos CF,1134.24
1981/1982,UD Salamanca,1178.56
1981/1982,Cádiz CF,1227.67
1981/1982,Rayo,1221.22
1981/1982,RC Recreativo,1190.43
1981/1982,AD Almería,1172.84
1982/1983,Betis,1317.6
1982/1983,Athletic,1505.79
1982/1983,Real Madrid,1503.92
1982/1983,Zaragoza,1368.47
1982/1983,Hércules CF,1230.85
1982/1983,Barcelona,1444.66
1982/1983,Real Racing,1255.43
1982/1983,Celta,1179.56
1982/1983,Sevilla,1423.32
1982/1983,Valencia,1296.96
1982/1983,Atlético,1473.2
1982/1983,Espanyol,1298.31
1982/1983,Real Murcia,1162.34
1982/1983,Real Oviedo,1135.89
1982/1983,Granada,1003.22
1982/1983,Deportivo,999.45
1982/1983,Real Sociedad,1376.34
1982/1983,CD Castellón,1024.17
1982/1983,CE Sabadell,962.63
1982/1983,Sporting,1283.76
1982/1983,CD Alcoyano,499.12
1982/1983,Gimnàstic de Tarragona,527.8
1982/1983,Valladolid,1295.08
1982/1983,Málaga,1242.44
1982/1983,UE Lleida,480.63
1982/1983,Atlético Tetuán,613.93
1982/1983,Las Palmas,1180.29
1982/1983,Real Jaén,726.71
1982/1983,Osasuna,1276.45
1982/1983,Alavés,725.92
1982/1983,CyD Leonesa,656.04
1982/1983,CD Condal,795.91
1982/1983,Elche,1128.38
1982/1983,Mallorca,970.78
1982/1983,Tenerife,868.71
1982/1983,Córdoba,1008.06
1982/1983,Pontevedra CF,920.96
1982/1983,Levante,937.17
1982/1983,Burgos CF,1109.24
1982/1983,UD Salamanca,1203.35
1982/1983,Cádiz CF,1202.67
1982/1983,Rayo,1196.22
1982/1983,RC Recreativo,1165.43
1982/1983,AD Almería,1147.84
1983/1984,Betis,1348.92
1983/1984,Athletic,1493.13
1983/1984,Real Madrid,1483.48
1983/1984,Zaragoza,1337.18
1983/1984,Hércules CF,1205.85
1983/1984,Barcelona,1522.07
1983/1984,Real Racing,1230.43
1983/1984,Celta,1154.56
1983/1984,Sevilla,1339.01
1983/1984,Valencia,1296.32
1983/1984,Atlético,1386.08
1983/1984,Espanyol,1300.47
1983/1984,Real Murcia,1277.18
1983/1984,Real Oviedo,1110.89
1983/1984,Granada,978.22
1983/1984,Deportivo,974.45
1983/1984,Real Sociedad,1387.62
1983/1984,CD Castellón,999.17
1983/1984,CE Sabadell,937.63
1983/1984,Sporting,1247.19
1983/1984,CD Alcoyano,474.12
1983/1984,Gimnàstic de Tarragona,502.8
1983/1984,Valladolid,1263.63
1983/1984,Málaga,1283.85
1983/1984,UE Lleida,455.63
1983/1984,Atlético Tetuán,588.93
1983/1984,Las Palmas,1155.29
1983/1984,Real Jaén,701.71
1983/1984,Osasuna,1208.02
1983/1984,Alavés,700.92
1983/1984,CyD Leonesa,631.04
1983/1984,CD Condal,770.91
1983/1984,Elche,1103.38
1983/1984,Mallorca,1122.36
1983/1984,Tenerife,843.71
1983/1984,Córdoba,983.06
1983/1984,Pontevedra CF,895.96
1983/1984,Levante,912.17
1983/1984,Burgos CF,1084.24
1983/1984,UD Salamanca,1133.23
1983/1984,Cádiz CF,1215.7
1983/1984,Rayo,1171.22
1983/1984,RC Recreativo,1140.43
1983/1984,AD Almería,1122.84
1984/1985,Betis,1279.49
1984/1985,Athletic,1468.33
1984/1985,Real Madrid,1348.28
1984/1985,Zaragoza,1335.9
1984/1985,Hércules CF,1253.22
1984/1985,Barcelona,1550.66
1984/1985,Real Racing,1253.43
1984/1985,Celta,1129.56
1984/1985,Sevilla,1226.76
1984/1985,Valencia,1280.43
1984/1985,Atlético,1452.27
1984/1985,Espanyol,1322.71
1984/1985,Real Murcia,1196.17
1984/1985,Real Oviedo,1085.89
1984/1985,Granada,953.22
1984/1985,Deportivo,949.45
1984/1985,Real Sociedad,1339.9
1984/1985,CD Castellón,974.17
1984/1985,CE Sabadell,912.63
1984/1985,Sporting,1371.4
1984/1985,CD Alcoyano,449.12
1984/1985,Gimnàstic de Tarragona,477.8
1984/1985,Valladolid,1279.65
1984/1985,Málaga,1248.54
